Calendar Year,ACARA SML ID,Location AGE ID,School AGE ID,Rolled School ID,School Name,Suburb,State,Postcode,School Sector,School Type,Special school,Campus Type,Latitude,Longitude,ABS Remoteness Area,ABS Remoteness Area Name,Meshblock,Statistical Area 1,Statistical Area 2,Statistical Area 2 Name,Statistical Area 3,Statistical Area 3 Name,Statistical Area 4,Statistical Area 4 Name,Local Government Area,Local Government Area Name,State Electoral Division,State Electoral Division Name,Commonwealth Electoral Division,Commonwealth Electoral Division Name,school_avg,school_sim_avg,diff
2024,48256,64736.0,24736.0,48256,Ellenbrook Secondary College,ELLENBROOK,WA,6069,Government,Secondary,0,School Single Entity,-31.78551785,115.9656608,0,Major Cities,50391758300,50403130008,504031300,Ellenbrook,50403,Swan,504,Perth - North East,58050,Swan,55802,West Swan (East Metropolitan),509,Hasluck,535.1,527.7,7.399999999999977
2024,48257,64737.0,24737.0,48257,Cape Naturaliste College,VASSE,WA,6280,Government,Secondary,0,School Single Entity,-33.67777777,115.24555555,1,Inner Regional,50391779400,50101129403,501011294,Busselton - West,50101,Augusta - Margaret River - Busselton,501,Bunbury,51260,Busselton,55306,Vasse (South West),507,Forrest,548.7,546.8,1.900000000000091
2024,48258,67067.0,27067.0,48258,Ashdale Secondary College,DARCH,WA,6065,Government,Secondary,0,School Single Entity,-31.8106629,115.84101609,0,Major Cities,50391703000,50503130524,505031305,Madeley - Darch,50503,Wanneroo,505,Perth - North West,58760,Wanneroo,53204,Landsdale (North Metropolitan),512,Pearce,560.4,556.3,4.100000000000023
2024,48259,68497.0,28497.0,48259,Dalyellup College,DALYELLUP,WA,6230,Government,Secondary,0,School Single Entity,-33.404996,115.62495,1,Inner Regional,50061820000,50102125114,501021251,Dalyellup,50102,Bunbury,501,Bunbury,51400,Capel,50906,Bunbury (South West),507,Forrest,526.4,519.5,6.899999999999977
2024,48260,67698.0,27698.0,48260,Atwell College,ATWELL,WA,6164,Government,Secondary,0,School Single Entity,-32.14535,115.86312,0,Major Cities,50391508400,50701114813,507011148,Banjup,50701,Cockburn,507,Perth - South West,51820,Cockburn,51605,Cockburn (South Metropolitan),508,Fremantle,530.9,537.5,-6.600000000000023
2024,48261,64014.0,24014.0,48261,Kalgoorlie-Boulder Community High School,KALGOORLIE,WA,6430,Government,Secondary,0,School Single Entity,-30.768035,121.4799335,2,Outer Regional,50170820000,51103127932,511031279,Kalgoorlie,51103,Goldfields,511,Western Australia - Outback (South),54280,Kalgoorlie-Boulder,52803,Kalgoorlie (Mining and Pastoral),511,O'Connor,487.9,495.0,-7.100000000000023
2024,48262,52530.0,12530.0,48262,Mount Barker Community College,MOUNT BARKER,WA,6324,Government,Combined,0,School Single Entity,-34.61291409,117.66321266,2,Outer Regional,50391934800,50901123404,509011234,Plantagenet,50901,Albany,509,Western Australia - Wheat Belt,57210,Plantagenet,55706,Warren-Blackwood (South West),511,O'Connor,483.5,471.05,12.449999999999989
2024,48263,52655.0,12655.0,48263,Champion Bay Senior High School,GERALDTON,WA,6530,Government,Secondary,0,School Single Entity,-28.794594,114.6328248,2,Outer Regional,50124450000,51104128617,511041286,Geraldton - East,51104,Mid West,511,Western Australia - Outback (South),53800,Greater Geraldton,52301,Geraldton (Agricultural),506,Durack,522.0,504.0,18.0
2024,48264,52443.0,12443.0,48264,Adam Road Primary School,SOUTH BUNBURY,WA,6230,Government,Primary,0,School Single Entity,-33.359264,115.633682,1,Inner Regional,50042450000,50102125311,501021253,South Bunbury - Bunbury,50102,Bunbury,501,Bunbury,51190,Bunbury,50906,Bunbury (South West),507,Forrest,393.1,410.0,-16.899999999999977
2024,48265,52534.0,12534.0,48265,Albany Primary School,ALBANY,WA,6330,Government,Primary,0,School Single Entity,-35.01821,117.89063,2,Outer Regional,50001440000,50901122539,509011225,Albany,50901,Albany,509,Western Australia - Wheat Belt,50080,Albany,50106,Albany (South West),511,O'Connor,440.3,444.0,-3.6999999999999886
2024,48266,52436.0,12436.0,48266,Allanson Primary School,ALLANSON,WA,6225,Government,Primary,0,School Single Entity,-33.33584561,116.0986151,1,Inner Regional,50391804100,50102100924,501021009,Collie,50102,Bunbury,501,Bunbury,51890,Collie,51706,Collie-Preston (South West),511,O'Connor,395.3,400.4,-5.099999999999966
2024,48267,52651.0,12651.0,48267,Allendale Primary School,GERALDTON,WA,6530,Government,Primary,0,School Single Entity,-28.764,114.62326,2,Outer Regional,50122670000,51104128501,511041285,Geraldton,51104,Mid West,511,Western Australia - Outback (South),53800,Greater Geraldton,52301,Geraldton (Agricultural),506,Durack,402.3,395.9,6.400000000000034
2024,48268,52437.0,12437.0,48268,Amaroo Primary School,COLLIE,WA,6225,Government,Primary,0,School Single Entity,-33.35149392,116.1497105,1,Inner Regional,50078000000,50102100902,501021009,Collie,50102,Bunbury,501,Bunbury,51890,Collie,51706,Collie-Preston (South West),511,O'Connor,393.4,404.8,-11.400000000000034
2024,48269,52401.0,12401.0,48269,Winterfold Primary School,BEACONSFIELD,WA,6162,Government,Primary,0,School Single Entity,-32.07202,115.77158,0,Major Cities,50118460000,50702116631,507021166,Fremantle - South,50702,Fremantle,507,Perth - South West,53430,Fremantle,52205,Fremantle (South Metropolitan),508,Fremantle,471.0,459.1,11.899999999999977
2024,48270,52335.0,12335.0,48270,Applecross Primary School,APPLECROSS,WA,6153,Government,Primary,0,School Single Entity,-32.01056313,115.8393857,0,Major Cities,50203860000,50704117512,507041175,Applecross - Ardross,50704,Melville,507,Perth - South West,55320,Melville,50605,Bateman (South Metropolitan),515,Tangney,498.6,490.9,7.7000000000000455
2024,48271,52338.0,12338.0,48271,Ardross Primary School,ARDROSS,WA,6153,Government,Primary,0,School Single Entity,-32.02749,115.83378,0,Major Cities,50199920000,50704117518,507041175,Applecross - Ardross,50704,Melville,507,Perth - South West,55320,Melville,50605,Bateman (South Metropolitan),515,Tangney,508.3,491.5,16.80000000000001
2024,48272,50108.0,10108.0,48272,Armadale Primary School,ARMADALE,WA,6112,Government,Primary,0,School Single Entity,-32.14782,116.02639,0,Major Cities,50007950000,50601111506,506011115,Mount Nasura - Mount Richon - Bedfordale,50601,Armadale,506,Perth - South East,50210,Armadale,51902,Darling Range (East Metropolitan),503,Canning,438.3,437.6,0.6999999999999886
2024,48273,49026.0,9026.0,48273,Ashfield Primary School,ASHFIELD,WA,6054,Government,Primary,0,School Single Entity,-31.91480749,115.9406775,0,Major Cities,50019530000,50401104427,504011044,Bassendean - Eden Hill - Ashfield,50401,Bayswater - Bassendean,504,Perth - North East,50350,Bassendean,50502,Bassendean (East Metropolitan),513,Perth,371.9,383.8,-11.900000000000034
2024,48274,52376.0,12376.0,48274,Attadale Primary School,ATTADALE,WA,6156,Government,Primary,0,School Single Entity,-32.02567,115.80171,0,Major Cities,50201840000,50704118114,507041181,Melville,50704,Melville,507,Perth - South West,55320,Melville,50805,Bicton (South Metropolitan),515,Tangney,471.8,480.2,-8.399999999999977
2024,48275,52512.0,12512.0,48275,Augusta Primary School,AUGUSTA,WA,6290,Government,Primary,0,School Single Entity,-34.31802,115.15829,1,Inner Regional,50016790000,50101100104,501011001,Augusta,50101,Augusta - Margaret River - Busselton,501,Bunbury,50280,Augusta Margaret River,55706,Warren-Blackwood (South West),507,Forrest,407.1,414.7,-7.599999999999966
2024,48276,52575.0,12575.0,48276,Avonvale Primary School,NORTHAM,WA,6401,Government,Primary,0,School Single Entity,-31.64643221,116.66185588,1,Inner Regional,50234840000,50902124318,509021243,Northam,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,56730,Northam,51401,Central Wheatbelt (Agricultural),506,Durack,322.7,330.1,-7.400000000000034
2024,48277,52566.0,12566.0,48277,Babakin Primary School,BABAKIN,WA,6428,Government,Primary,0,School Single Entity,-32.12413389,118.0210666,3,Remote,50038290000,50902124011,509021240,Merredin,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,51120,Bruce Rock,51401,Central Wheatbelt (Agricultural),511,O'Connor,,,
2024,48278,52646.0,12646.0,48278,Badgingarra Primary School,BADGINGARRA,WA,6521,Government,Primary,0,School Single Entity,-30.40263167,115.5508869,2,Outer Regional,50088330000,50902123916,509021239,Gingin - Dandaragan,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,52590,Dandaragan,53701,Moore (Agricultural),506,Durack,,,
2024,48279,52697.0,12697.0,48279,Bakers Hill Primary School,BAKERS HILL,WA,6562,Government,Primary,0,School Single Entity,-31.74774,116.46227,1,Inner Regional,50235050000,50902124330,509021243,Northam,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,56730,Northam,51401,Central Wheatbelt (Agricultural),506,Durack,405.9,418.9,-13.0
2024,48280,48906.0,8906.0,48280,Balcatta Primary School,BALCATTA,WA,6021,Government,Primary,0,School Single Entity,-31.88133622,115.8276772,0,Major Cities,50274830000,50502108433,505021084,Balcatta - Hamersley,50502,Stirling,505,Perth - North West,57910,Stirling,50304,Balcatta (North Metropolitan),504,Cowan,479.6,460.6,19.0
2024,48281,45233.0,5233.0,48281,Baldivis Primary School,BALDIVIS,WA,6171,Government,Primary,0,School Single Entity,-32.30771,115.81762,0,Major Cities,50391950300,50705131211,507051312,Baldivis - North,50705,Rockingham,507,Perth - South West,57490,Rockingham,50405,Baldivis (South Metropolitan),501,Brand,427.4,432.3,-4.900000000000034
2024,48282,46119.0,6119.0,48282,Balga Primary School,BALGA,WA,6061,Government,Primary,0,School Single Entity,-31.86112045,115.8445178,0,Major Cities,50273700000,50502108520,505021085,Balga - Mirrabooka,50502,Stirling,505,Perth - North West,57910,Stirling,53602,Mirrabooka (East Metropolitan),504,Cowan,415.2,418.1,-2.900000000000034
2024,48283,52457.0,12457.0,48283,Balingup Primary School,BALINGUP,WA,6253,Government,Primary,0,School Single Entity,-33.78665019,115.98209,1,Inner Regional,50098970000,50103101810,501031018,Donnybrook - Balingup,50103,Manjimup,501,Bunbury,52870,Donnybrook-Balingup,55706,Warren-Blackwood (South West),507,Forrest,427.1,434.9,-7.7999999999999545
2024,48285,49031.0,9031.0,48285,Bassendean Primary School,BASSENDEAN,WA,6054,Government,Primary,0,School Single Entity,-31.90757,115.95388,0,Major Cities,50019790000,50401104419,504011044,Bassendean - Eden Hill - Ashfield,50401,Bayswater - Bassendean,504,Perth - North East,50350,Bassendean,50502,Bassendean (East Metropolitan),513,Perth,473.2,465.7,7.5
2024,48286,45472.0,5472.0,48286,Bayswater Primary School,BAYSWATER,WA,6053,Government,Primary,0,School Single Entity,-31.92065584,115.9114039,0,Major Cities,50025180000,50401104546,504011045,Bayswater - Embleton - Bedford,50401,Bayswater - Bassendean,504,Perth - North East,50420,Bayswater,53402,Maylands (East Metropolitan),513,Perth,475.3,468.2,7.100000000000023
2024,48287,52652.0,12652.0,48287,Beachlands Primary School,GERALDTON,WA,6530,Government,Primary,0,School Single Entity,-28.78709241,114.604905,2,Outer Regional,50122640000,51104128524,511041285,Geraldton,51104,Mid West,511,Western Australia - Outback (South),53800,Greater Geraldton,52301,Geraldton (Agricultural),506,Durack,372.0,372.0,0.0
2024,48288,52624.0,12624.0,48288,Beacon Primary School,BEACON,WA,6472,Government,Primary,0,School Single Entity,-30.45117738,117.86837665,3,Remote,50218760000,50902124212,509021242,Mukinbudin,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,55880,Mount Marshall,51401,Central Wheatbelt (Agricultural),511,O'Connor,,,
2024,48290,49867.0,9867.0,48290,Belmay Primary School,CLOVERDALE,WA,6105,Government,Primary,0,School Single Entity,-31.94958,115.94662,0,Major Cities,50030560000,50602130904,506021309,Cloverdale,50602,Belmont - Victoria Park,506,Perth - South East,50490,Belmont,50702,Belmont (East Metropolitan),514,Swan,463.8,439.9,23.900000000000034
2024,48291,49868.0,9868.0,48291,Belmont Primary School,BELMONT,WA,6104,Government,Primary,0,School Single Entity,-31.94448319,115.9224459,0,Major Cities,50029120000,50602111807,506021118,Belmont - Ascot - Redcliffe,50602,Belmont - Victoria Park,506,Perth - South East,50490,Belmont,50702,Belmont (East Metropolitan),514,Swan,416.3,435.2,-18.899999999999977
2024,48292,52628.0,12628.0,48292,Bencubbin Primary School,BENCUBBIN,WA,6477,Government,Primary,0,School Single Entity,-30.80817114,117.8572488,3,Remote,50218740000,50902124207,509021242,Mukinbudin,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,55880,Mount Marshall,51401,Central Wheatbelt (Agricultural),511,O'Connor,,,
2024,48293,49859.0,9859.0,48293,Bentley Primary School,BENTLEY,WA,6102,Government,Primary,0,School Single Entity,-32.01124,115.9116,0,Major Cities,50392051800,50603112429,506031124,Bentley - Wilson - St James,50603,Canning,506,Perth - South East,51330,Canning,55405,Victoria Park (South Metropolitan),514,Swan,409.6,420.5,-10.899999999999977
2024,48294,52381.0,12381.0,48294,Bicton Primary School,BICTON,WA,6157,Government,Primary,0,School Single Entity,-32.03250622,115.7868059,0,Major Cities,50208070000,50704117721,507041177,Bicton - Palmyra,50704,Melville,507,Perth - South West,55320,Melville,50805,Bicton (South Metropolitan),515,Tangney,475.3,478.6,-3.3000000000000114
2024,48295,52633.0,12633.0,48295,Bindoon Primary School,BINDOON,WA,6502,Government,Primary,0,School Single Entity,-31.38055,116.0966,1,Inner Regional,50066281000,50902123603,509021236,Chittering,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,51680,Chittering,53701,Moore (Agricultural),506,Durack,430.0,424.7,5.300000000000011
2024,48296,52664.0,12664.0,48296,Binnu Primary School,BINNU,WA,6532,Government,Primary,0,School Single Entity,-28.04208,114.6752,3,Remote,50391948500,51104129208,511041292,Northampton - Mullewa - Greenough,51104,Mid West,511,Western Australia - Outback (South),56790,Northampton,53701,Moore (Agricultural),506,Durack,,,
2024,48297,52653.0,12653.0,48297,Bluff Point Primary School,BLUFF POINT,WA,6530,Government,Primary,0,School Single Entity,-28.73968,114.62272,2,Outer Regional,50122250000,51104128517,511041285,Geraldton,51104,Mid West,511,Western Australia - Outback (South),53800,Greater Geraldton,52301,Geraldton (Agricultural),506,Durack,362.5,357.1,5.399999999999977
2024,48298,52702.0,12702.0,48298,Bolgart Primary School,BOLGART,WA,6568,Government,Primary,0,School Single Entity,-31.273899,116.51033,2,Outer Regional,50315950000,50902124103,509021241,Moora,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,58540,Victoria Plains,53701,Moore (Agricultural),506,Durack,391.9,401.0,-9.100000000000023
2024,48299,52342.0,12342.0,48299,Booragoon Primary School,BOORAGOON,WA,6154,Government,Primary,0,School Single Entity,-32.03496,115.82592,0,Major Cities,50202980000,50704117817,507041178,Booragoon,50704,Melville,507,Perth - South West,55320,Melville,50605,Bateman (South Metropolitan),515,Tangney,491.6,480.0,11.600000000000023
2024,48300,52545.0,12545.0,48300,Borden Primary School,BORDEN,WA,6338,Government,Primary,0,School Single Entity,-34.07277778,118.2627778,3,Remote,50126700000,50901122910,509011229,Gnowangerup,50901,Albany,509,Western Australia - Wheat Belt,53640,Gnowangerup,54701,Roe (Agricultural),511,O'Connor,484.5,483.0,1.5
2024,48301,52602.0,12602.0,48301,Boulder Primary School,BOULDER,WA,6432,Government,Primary,0,School Single Entity,-30.78037321,121.4884514,2,Outer Regional,50169850000,51103127809,511031278,Boulder,51103,Goldfields,511,Western Australia - Outback (South),54280,Kalgoorlie-Boulder,52803,Kalgoorlie (Mining and Pastoral),511,O'Connor,387.4,394.0,-6.600000000000023
2024,48302,52453.0,12453.0,48302,Boyanup Primary School,BOYANUP,WA,6237,Government,Primary,0,School Single Entity,-33.48598,115.7298,1,Inner Regional,50062570000,50102100701,501021007,Capel,50102,Bunbury,501,Bunbury,51400,Capel,51706,Collie-Preston (South West),507,Forrest,424.5,432.4,-7.899999999999977
2024,48303,52546.0,12546.0,48303,Bremer Bay Primary School,BREMER BAY,WA,6338,Government,Primary,0,School Single Entity,-34.39361111,119.3755556,3,Remote,50144980000,50901122907,509011229,Gnowangerup,50901,Albany,509,Western Australia - Wheat Belt,54130,Jerramungup,54701,Roe (Agricultural),511,O'Connor,,,
2024,48304,52340.0,12340.0,48304,Brentwood Primary School,BRENTWOOD,WA,6153,Government,Primary,0,School Single Entity,-32.04079,115.84765,0,Major Cities,50206700000,50704117830,507041178,Booragoon,50704,Melville,507,Perth - South West,55320,Melville,50605,Bateman (South Metropolitan),515,Tangney,481.1,477.3,3.8000000000000114
2024,48305,52466.0,12466.0,48305,Bridgetown Primary School,BRIDGETOWN,WA,6255,Government,Primary,0,School Single Entity,-33.95539,116.14045,1,Inner Regional,50033650000,50103101710,501031017,Bridgetown - Boyup Brook,50103,Manjimup,501,Bunbury,50840,Bridgetown-Greenbushes,55706,Warren-Blackwood (South West),511,O'Connor,444.2,440.5,3.6999999999999886
2024,48306,52525.0,12525.0,48306,Broomehill Primary School,BROOMEHILL,WA,6318,Government,Primary,0,School Single Entity,-33.8454,117.63533,2,Outer Regional,50391779900,50901123106,509011231,Kojonup,50901,Albany,509,Western Australia - Wheat Belt,51080,Broomehill-Tambellup,54701,Roe (Agricultural),511,O'Connor,,,
2024,48307,52435.0,12435.0,48307,Brunswick Junction Primary School,BRUNSWICK JUNCTION,WA,6224,Government,Primary,0,School Single Entity,-33.25233,115.83389,1,Inner Regional,50143280000,50102101401,501021014,Harvey,50102,Bunbury,501,Bunbury,53990,Harvey,54006,Murray-Wellington (South West),507,Forrest,387.7,387.3,0.39999999999997726
2024,48308,52445.0,12445.0,48308,Bunbury Primary School,BUNBURY,WA,6230,Government,Primary,0,School Single Entity,-33.33329554,115.63766501,1,Inner Regional,50039320000,50102125304,501021253,South Bunbury - Bunbury,50102,Bunbury,501,Bunbury,51190,Bunbury,50906,Bunbury (South West),507,Forrest,461.9,462.5,-0.6000000000000227
2024,48309,52448.0,12448.0,48309,Cooinda Primary School,EAST BUNBURY,WA,6230,Government,Primary,0,School Single Entity,-33.33463167,115.6523396,1,Inner Regional,50040290000,50102101505,501021015,East Bunbury - Glen Iris,50102,Bunbury,501,Bunbury,51190,Bunbury,50906,Bunbury (South West),507,Forrest,413.8,419.5,-5.699999999999989
2024,48310,52451.0,12451.0,48310,South Bunbury Primary School,SOUTH BUNBURY,WA,6230,Government,Primary,0,School Single Entity,-33.34046241,115.642892,1,Inner Regional,50039960000,50102125305,501021253,South Bunbury - Bunbury,50102,Bunbury,501,Bunbury,51190,Bunbury,50906,Bunbury (South West),507,Forrest,416.3,428.9,-12.599999999999966
2024,48312,57471.0,17471.0,48312,River Valley Primary School,BUREKUP,WA,6227,Government,Primary,0,School Single Entity,-33.30833,115.815,1,Inner Regional,50391543000,50102101005,501021010,Dardanup,50102,Bunbury,501,Bunbury,52660,Dardanup,51706,Collie-Preston (South West),507,Forrest,434.8,428.9,5.900000000000034
2024,48313,52498.0,12498.0,48313,Busselton Primary School,BUSSELTON,WA,6280,Government,Primary,0,School Single Entity,-33.63944681,115.3770741,1,Inner Regional,50044810000,50101129322,501011293,Busselton - East,50101,Augusta - Margaret River - Busselton,501,Bunbury,51260,Busselton,55306,Vasse (South West),507,Forrest,387.2,399.9,-12.699999999999989
2024,48314,52503.0,12503.0,48314,West Busselton Primary School,BUSSELTON,WA,6280,Government,Primary,0,School Single Entity,-33.655175,115.314988,1,Inner Regional,50044800000,50101129432,501011294,Busselton - West,50101,Augusta - Margaret River - Busselton,501,Bunbury,51260,Busselton,55306,Vasse (South West),507,Forrest,407.5,414.4,-6.899999999999977
2024,48315,52416.0,12416.0,48315,Byford Primary School,BYFORD,WA,6122,Government,Primary,0,School Single Entity,-32.21997,116.01202,0,Major Cities,50262080000,50606114206,506061142,Byford,50606,Serpentine - Jarrahdale,506,Perth - South East,57700,Serpentine-Jarrahdale,51902,Darling Range (East Metropolitan),503,Canning,413.6,425.3,-11.699999999999989
2024,48316,52622.0,12622.0,48316,Cadoux Primary School,CADOUX,WA,6466,Government,Primary,0,School Single Entity,-30.77020409,117.13716454,3,Remote,50340460000,50902123808,509021238,Dowerin,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,59310,Wongan-Ballidu,53701,Moore (Agricultural),506,Durack,,,
2024,48317,52705.0,12705.0,48317,Calingiri Primary School,CALINGIRI,WA,6569,Government,Primary,0,School Single Entity,-31.08805556,116.4527778,2,Outer Regional,50315980000,50902124101,509021241,Moora,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,58540,Victoria Plains,53701,Moore (Agricultural),506,Durack,,,
2024,48318,52406.0,12406.0,48318,Calista Primary School,CALISTA,WA,6167,Government,Primary,0,School Single Entity,-32.24479561,115.8085578,0,Major Cities,50180100000,50703117003,507031170,Calista,50703,Kwinana,507,Perth - South West,54830,Kwinana,53105,Kwinana (South Metropolitan),501,Brand,402.9,408.0,-5.100000000000023
2024,48319,49880.0,9880.0,48319,Beckenham Primary School,BECKENHAM,WA,6107,Government,Primary,0,School Single Entity,-32.02391988,115.9573797,0,Major Cities,50391466100,50604113241,506041132,Beckenham - Kenwick - Langford,50604,Gosnells,506,Perth - South East,53780,Gosnells,51205,Cannington (South Metropolitan),502,Burt,427.8,435.7,-7.899999999999977
2024,48320,52493.0,12493.0,48320,Capel Primary School,CAPEL,WA,6271,Government,Primary,0,School Single Entity,-33.55729,115.56563,1,Inner Regional,50062820000,50102100711,501021007,Capel,50102,Bunbury,501,Bunbury,51400,Capel,51706,Collie-Preston (South West),507,Forrest,432.9,435.5,-2.6000000000000227
2024,48321,52447.0,12447.0,48321,Carey Park Primary School,CAREY PARK,WA,6230,Government,Primary,0,School Single Entity,-33.34934,115.651,1,Inner Regional,50038690000,50102100809,501021008,College Grove - Carey Park,50102,Bunbury,501,Bunbury,51190,Bunbury,50906,Bunbury (South West),507,Forrest,378.1,396.4,-18.299999999999955
2024,48322,49848.0,9848.0,48322,Carlisle Primary School,KEWDALE,WA,6105,Government,Primary,0,School Single Entity,-31.97373,115.922208,0,Major Cities,50029010000,50602131016,506021310,Kewdale,50602,Belmont - Victoria Park,506,Perth - South East,50490,Belmont,50702,Belmont (East Metropolitan),514,Swan,455.8,460.0,-4.199999999999989
2024,48324,52615.0,12615.0,48324,Castletown Primary School,ESPERANCE,WA,6450,Government,Primary,0,School Single Entity,-33.83247533,121.908993,3,Remote,50114150000,51101127432,511011274,Esperance,51101,Esperance,511,Western Australia - Outback (South),53290,Esperance,54701,Roe (Agricultural),511,O'Connor,411.4,418.2,-6.800000000000011
2024,48325,49098.0,9098.0,48325,Caversham Primary School,WEST SWAN,WA,6055,Government,Primary,0,School Single Entity,-31.85803852,115.9832873,0,Major Cities,50303110000,50403105755,504031057,Beechboro,50403,Swan,504,Perth - North East,58050,Swan,55802,West Swan (East Metropolitan),509,Hasluck,439.8,444.8,-5.0
2024,48326,52666.0,12666.0,48326,Chapman Valley Primary School,NABAWA,WA,6532,Government,Primary,0,School Single Entity,-28.49954,114.79107,3,Remote,50065820000,51104129203,511041292,Northampton - Mullewa - Greenough,51104,Mid West,511,Western Australia - Outback (South),51610,Chapman Valley,53701,Moore (Agricultural),506,Durack,,,
2024,48327,57418.0,17418.0,48327,Djugerari Remote Community School,DJUGERARI COMMUNITY,WA,6765,Government,Primary,0,School Single Entity,-18.988396,125.511158,4,Very Remote,50098172000,51001126315,510011263,Derby - West Kimberley,51001,Kimberley,510,Western Australia - Outback (North),52800,Derby-West Kimberley,52903,Kimberley (Mining and Pastoral),506,Durack,,,
2024,48328,52691.0,12691.0,48328,Chidlow Primary School,CHIDLOW,WA,6556,Government,Primary,0,School Single Entity,-31.85702,116.26828,1,Inner Regional,50222480000,50402104907,504021049,Chidlow,50402,Mundaring,504,Perth - North East,56090,Mundaring,55102,Swan Hills (East Metropolitan),509,Hasluck,409.8,417.4,-7.599999999999966
2024,48329,55278.0,15278.0,48329,Wangkatjungka Remote Community School,CHRISTMAS CREEK,WA,6765,Government,Combined,0,School Single Entity,-18.87767,125.92294,4,Very Remote,50397060000,51001126313,510011263,Derby - West Kimberley,51001,Kimberley,510,Western Australia - Outback (North),52800,Derby-West Kimberley,52903,Kimberley (Mining and Pastoral),506,Durack,313.8888888888889,321.0,-7.111111111111086
2024,48330,48471.0,8471.0,48330,Churchlands Primary School,FLOREAT,WA,6014,Government,Primary,0,School Single Entity,-31.9268372,115.7947114,0,Major Cities,50392064300,50502109624,505021096,Wembley Downs - Churchlands - Woodlands,50502,Stirling,505,Perth - North West,57910,Stirling,51504,Churchlands (North Metropolitan),505,Curtin,509.0,498.3,10.699999999999989
2024,48331,45046.0,5046.0,48331,City Beach Primary School,CITY BEACH,WA,6015,Government,Primary,0,School Single Entity,-31.93627319,115.7652059,0,Major Cities,50048160000,50301103010,503011030,City Beach,50301,Cottesloe - Claremont,503,Perth - Inner,51310,Cambridge,51804,Cottesloe (North Metropolitan),505,Curtin,470.4,483.6,-13.200000000000045
2024,48332,69005.0,29005.0,48332,Freshwater Bay Primary School,CLAREMONT,WA,6010,Government,Primary,0,School Single Entity,-31.98599,115.78191,0,Major Cities,50067760000,50301103114,503011031,Claremont (WA),50301,Cottesloe - Claremont,503,Perth - Inner,51750,Claremont,51804,Cottesloe (North Metropolitan),505,Curtin,478.8,491.6,-12.800000000000011
2024,48334,52329.0,12329.0,48334,Collier Primary School,COMO,WA,6152,Government,Primary,0,School Single Entity,-31.99099834,115.872894,0,Major Cities,50265920000,50607114504,506071145,Como,50607,South Perth,506,Perth - South East,57840,South Perth,54905,South Perth (South Metropolitan),514,Swan,443.4,458.5,-15.100000000000023
2024,48335,52331.0,12331.0,48335,Como Primary School,COMO,WA,6152,Government,Primary,0,School Single Entity,-31.997098,115.861345,0,Major Cities,50267120000,50607114512,506071145,Como,50607,South Perth,506,Perth - South East,57840,South Perth,54905,South Perth (South Metropolitan),514,Swan,504.3,491.0,13.300000000000011
2024,48336,52616.0,12616.0,48336,Condingup Primary School,CONDINGUP,WA,6450,Government,Primary,0,School Single Entity,-33.75468693,122.5267076,3,Remote,50114090000,51101127504,511011275,Esperance Surrounds,51101,Esperance,511,Western Australia - Outback (South),53290,Esperance,54701,Roe (Agricultural),511,O'Connor,474.8,476.4,-1.599999999999966
2024,48337,46040.0,6040.0,48337,Coogee Primary School,COOGEE,WA,6166,Government,Primary,0,School Single Entity,-32.12634456,115.7721665,0,Major Cities,50073690000,50701115217,507011152,Coogee,50701,Cockburn,507,Perth - South West,51820,Cockburn,51605,Cockburn (South Metropolitan),508,Fremantle,453.5,457.8,-4.300000000000011
2024,48338,52404.0,12404.0,48338,South Coogee Primary School,BEELIAR,WA,6164,Government,Primary,0,School Single Entity,-32.12908,115.79749,0,Major Cities,50072910000,50701125908,507011259,Beeliar - Wattleup,50701,Cockburn,507,Perth - South West,51820,Cockburn,51605,Cockburn (South Metropolitan),508,Fremantle,439.9,442.4,-2.5
2024,48339,49000.0,9000.0,48339,Coolbinia Primary School,COOLBINIA,WA,6050,Government,Primary,0,School Single Entity,-31.91374596,115.8590163,0,Major Cities,50293930000,50502109730,505021097,Yokine - Coolbinia - Menora,50502,Stirling,505,Perth - North West,57910,Stirling,53902,Mount Lawley (East Metropolitan),513,Perth,483.1,487.2,-4.099999999999966
2024,48340,52596.0,12596.0,48340,Coolgardie Primary School,COOLGARDIE,WA,6429,Government,Primary,0,School Single Entity,-30.95048,121.16632,4,Very Remote,50080460000,51103128212,511031282,Kambalda - Coolgardie - Norseman,51103,Goldfields,511,Western Australia - Outback (South),51960,Coolgardie,52803,Kalgoorlie (Mining and Pastoral),511,O'Connor,,,
2024,48341,52642.0,12642.0,48341,Coorow Primary School,COOROW,WA,6515,Government,Primary,0,School Single Entity,-29.88021,116.02355,3,Remote,50082170000,51104129113,511041291,Morawa,51104,Mid West,511,Western Australia - Outback (South),52030,Coorow,53701,Moore (Agricultural),506,Durack,,,
